entity,account,metric,scope,measure_type,site,period_id,period_number,period_end,numeric_value,raw_value,value_unit,sheet
dis,Indirect Costs,DI - Staff Recruitment/Training,period,budget,,202503,3,2025-06-21,824.0,£824,currency,P3_DIS
dis,Indirect Costs,DI - Staff Recruitment/Training,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,-1509.0,"-£1,509",currency,P3_DIS
dis,Indirect Costs,DI - Staff Recruitment/Training,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,304.0,£304,currency,P3_DIS
dis,Indirect Costs,"DI - Printing, Postage & Stationary",period,actual,,202503,3,2025-06-21,460.0,£460,currency,P3_DIS
dis,Indirect Costs,"DI - Printing, Postage & Stationary",period,budget,,202503,3,2025-06-21,392.0,£392,currency,P3_DIS
dis,Indirect Costs,"DI - Printing, Postage & Stationary",cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,1338.0,"£1,338",currency,P3_DIS
dis,Indirect Costs,"DI - Printing, Postage & Stationary",cur_vs_last_ytd,last_year,,202503,3,2025-06-21,1062.0,"£1,062",currency,P3_DIS
dis,Indirect Costs,DI - Motor Exps & Travel,period,actual,,202503,3,2025-06-21,766.0,£766,currency,P3_DIS
dis,Indirect Costs,DI - Motor Exps & Travel,period,budget,,202503,3,2025-06-21,3126.0,"£3,126",currency,P3_DIS
dis,Indirect Costs,DI - Motor Exps & Travel,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,2238.0,"£2,238",currency,P3_DIS
dis,Indirect Costs,DI - Motor Exps & Travel,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,3828.0,"£3,828",currency,P3_DIS
dis,Indirect Costs,DI - Canteen & Entertaining,period,actual,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Canteen & Entertaining,period,budget,,202503,3,2025-06-21,10.0,£10,currency,P3_DIS
dis,Indirect Costs,DI - Canteen & Entertaining,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Canteen & Entertaining,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,10.0,£10,currency,P3_DIS
dis,Indirect Costs,DI - Advertising & Marketing,period,actual,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Advertising & Marketing,period,budget,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Advertising & Marketing,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Advertising & Marketing,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,"DI - Subs, Donations & Sundries",period,actual,,202503,3,2025-06-21,91.0,£91,currency,P3_DIS
dis,Indirect Costs,"DI - Subs, Donations & Sundries",period,budget,,202503,3,2025-06-21,70.0,£70,currency,P3_DIS
dis,Indirect Costs,"DI - Subs, Donations & Sundries",cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,272.0,£272,currency,P3_DIS
dis,Indirect Costs,"DI - Subs, Donations & Sundries",cur_vs_last_ytd,last_year,,202503,3,2025-06-21,1022.0,"£1,022",currency,P3_DIS
dis,Indirect Costs,DI - Audit Fees,period,actual,,202503,3,2025-06-21,600.0,£600,currency,P3_DIS
dis,Indirect Costs,DI - Audit Fees,period,budget,,202503,3,2025-06-21,630.0,£630,currency,P3_DIS
dis,Indirect Costs,DI - Audit Fees,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,1799.0,"£1,799",currency,P3_DIS
dis,Indirect Costs,DI - Audit Fees,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,1799.0,"£1,799",currency,P3_DIS
dis,Indirect Costs,DI - Legal Fees,period,actual,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Legal Fees,period,budget,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Legal Fees,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,705.0,£705,currency,P3_DIS
dis,Indirect Costs,DI - Legal Fees,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,2000.0,"£2,000",currency,P3_DIS
dis,Indirect Costs,DI - Bank Charges/Currency Exch,period,actual,,202503,3,2025-06-21,216.0,£216,currency,P3_DIS
dis,Indirect Costs,DI - Bank Charges/Currency Exch,period,budget,,202503,3,2025-06-21,225.0,£225,currency,P3_DIS
dis,Indirect Costs,DI - Bank Charges/Currency Exch,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,724.0,£724,currency,P3_DIS
dis,Indirect Costs,DI - Bank Charges/Currency Exch,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,722.0,£722,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Buildings,period,actual,,202503,3,2025-06-21,677.0,£677,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Buildings,period,budget,,202503,3,2025-06-21,677.0,£677,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Buildings,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,2030.0,"£2,030",currency,P3_DIS
dis,Indirect Costs,DI - Depn - Buildings,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,2030.0,"£2,030",currency,P3_DIS
dis,Indirect Costs,DI - Depn - Computers,period,actual,,202503,3,2025-06-21,65.0,£65,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Computers,period,budget,,202503,3,2025-06-21,65.0,£65,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Computers,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,195.0,£195,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Computers,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,14.0,£14,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Fixtures & Fittings,period,actual,,202503,3,2025-06-21,22.0,£22,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Fixtures & Fittings,period,budget,,202503,3,2025-06-21,22.0,£22,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Fixtures & Fittings,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,67.0,£67,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Fixtures & Fittings,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,67.0,£67,currency,P3_DIS
dis,Indirect Costs,DI - Depn - HGV,period,actual,,202503,3,2025-06-21,991.0,£991,currency,P3_DIS
dis,Indirect Costs,DI - Depn - HGV,period,budget,,202503,3,2025-06-21,991.0,£991,currency,P3_DIS
dis,Indirect Costs,DI - Depn - HGV,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,2972.0,"£2,972",currency,P3_DIS
dis,Indirect Costs,DI - Depn - HGV,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,3280.0,"£3,280",currency,P3_DIS
dis,Indirect Costs,DI - Depn - Motor Vehicles,period,actual,,202503,3,2025-06-21,374.0,£374,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Motor Vehicles,period,budget,,202503,3,2025-06-21,374.0,£374,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Motor Vehicles,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,1121.0,"£1,121",currency,P3_DIS
dis,Indirect Costs,DI - Depn - Motor Vehicles,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,1121.0,"£1,121",currency,P3_DIS
dis,Indirect Costs,DI - Depn - Plant & Machinery,period,actual,,202503,3,2025-06-21,164.0,£164,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Plant & Machinery,period,budget,,202503,3,2025-06-21,164.0,£164,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Plant & Machinery,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,492.0,£492,currency,P3_DIS
dis,Indirect Costs,DI - Depn - Plant & Machinery,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,492.0,£492,currency,P3_DIS
dis,Indirect Costs,DI - Preference Share Interest,period,actual,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Preference Share Interest,period,budget,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Preference Share Interest,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Preference Share Interest,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,0.0,£0,currency,P3_DIS
dis,Indirect Costs,DI - Management Charges,period,actual,,202503,3,2025-06-21,14671.0,"£14,671",currency,P3_DIS
dis,Indirect Costs,DI - Management Charges,period,budget,,202503,3,2025-06-21,14671.0,"£14,671",currency,P3_DIS
dis,Indirect Costs,DI - Management Charges,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,44014.0,"£44,014",currency,P3_DIS
dis,Indirect Costs,DI - Management Charges,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,44014.0,"£44,014",currency,P3_DIS
dis,Indirect Costs,Total,period,actual,,202503,3,2025-06-21,90016.0,"£90,016",currency,P3_DIS
dis,Indirect Costs,Total,period,budget,,202503,3,2025-06-21,93733.0,"£93,733",currency,P3_DIS
dis,Indirect Costs,Total,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,268153.0,"£268,153",currency,P3_DIS
dis,Indirect Costs,Total,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,267352.0,"£267,352",currency,P3_DIS
dis,Net Profit/(Loss),Total,period,actual,,202503,3,2025-06-21,224204.0,"£224,204",currency,P3_DIS
dis,Net Profit/(Loss),Total,period,budget,,202503,3,2025-06-21,296957.0,"£296,957",currency,P3_DIS
dis,Net Profit/(Loss),Total,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,679301.0,"£679,301",currency,P3_DIS
dis,Net Profit/(Loss),Total,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,882118.0,"£882,118",currency,P3_DIS
dis,Net Profit/(Loss),Margin %,period,actual,,202503,3,2025-06-21,22.13,22.13%,percent,P3_DIS
dis,Net Profit/(Loss),Margin %,period,budget,,202503,3,2025-06-21,27.11,27.11%,percent,P3_DIS
dis,Net Profit/(Loss),Margin %,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,22.41,22.41%,percent,P3_DIS
dis,Net Profit/(Loss),Margin %,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,27.37,27.37%,percent,P3_DIS
dis,Man KPI's,Pal per Load - Dartford,period,actual,df,202503,3,2025-06-21,15.72,15.72,count,P3_DIS
dis,Man KPI's,Pal per Load - Dartford,period,budget,df,202503,3,2025-06-21,16.18,16.18,count,P3_DIS
dis,Man KPI's,Pal per Load - Dartford,cur_vs_last_ytd,cur_year,df,202503,3,2025-06-21,15.57,15.57,count,P3_DIS
dis,Man KPI's,Pal per Load - Dartford,cur_vs_last_ytd,last_year,df,202503,3,2025-06-21,16.88,16.88,count,P3_DIS
dis,Man KPI's,Pal per Load - Paddock Wood,period,actual,pw,202503,3,2025-06-21,23.86,23.86,count,P3_DIS
dis,Man KPI's,Pal per Load - Paddock Wood,period,budget,pw,202503,3,2025-06-21,22.17,22.17,count,P3_DIS
dis,Man KPI's,Pal per Load - Paddock Wood,cur_vs_last_ytd,cur_year,pw,202503,3,2025-06-21,23.74,23.74,count,P3_DIS
dis,Man KPI's,Pal per Load - Paddock Wood,cur_vs_last_ytd,last_year,pw,202503,3,2025-06-21,22.49,22.49,count,P3_DIS
dis,Man KPI's,Pal per Load - Direct,period,actual,,202503,3,2025-06-21,11.39,11.39,count,P3_DIS
dis,Man KPI's,Pal per Load - Direct,period,budget,,202503,3,2025-06-21,17.67,17.67,count,P3_DIS
dis,Man KPI's,Pal per Load - Direct,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,12.94,12.94,count,P3_DIS
dis,Man KPI's,Pal per Load - Direct,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,21.07,21.07,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (DF to PW),period,actual,df,202503,3,2025-06-21,5.63,5.63,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (DF to PW),period,budget,df,202503,3,2025-06-21,8.12,8.12,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (DF to PW),cur_vs_last_ytd,cur_year,df,202503,3,2025-06-21,2.88,2.88,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (DF to PW),cur_vs_last_ytd,last_year,df,202503,3,2025-06-21,8.74,8.74,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (PW to DF)),period,actual,df,202503,3,2025-06-21,22.6,22.60,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (PW to DF)),period,budget,df,202503,3,2025-06-21,20.37,20.37,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (PW to DF)),cur_vs_last_ytd,cur_year,df,202503,3,2025-06-21,22.54,22.54,count,P3_DIS
dis,Man KPI's,Pal per Load - Shunt (PW to DF)),cur_vs_last_ytd,last_year,df,202503,3,2025-06-21,20.99,20.99,count,P3_DIS
dis,Man KPI's,Pal per Load - Total,period,actual,,202503,3,2025-06-21,17.95,17.95,count,P3_DIS
dis,Man KPI's,Pal per Load - Total,period,budget,,202503,3,2025-06-21,17.42,17.42,count,P3_DIS
dis,Man KPI's,Pal per Load - Total,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,18.13,18.13,count,P3_DIS
dis,Man KPI's,Pal per Load - Total,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,18.8,18.80,count,P3_DIS
dis,Man KPI's,Hrs per Load - Total (Direct),period,actual,,202503,3,2025-06-21,9.61,9.61,count,P3_DIS
dis,Man KPI's,Hrs per Load - Total (Direct),period,budget,,202503,3,2025-06-21,8.65,8.65,count,P3_DIS
dis,Man KPI's,Hrs per Load - Total (Direct),cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,9.32,9.32,count,P3_DIS
dis,Man KPI's,Hrs per Load - Total (Direct),cur_vs_last_ytd,last_year,,202503,3,2025-06-21,9.14,9.14,count,P3_DIS
dis,Man KPI's,Income per Pal,period,actual,,202503,3,2025-06-21,40.44,£40.44,currency,P3_DIS
dis,Man KPI's,Income per Pal,period,budget,,202503,3,2025-06-21,43.64,£43.64,currency,P3_DIS
dis,Man KPI's,Income per Pal,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,39.3,£39.30,currency,P3_DIS
dis,Man KPI's,Income per Pal,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,39.77,£39.77,currency,P3_DIS
dis,Man KPI's,Direct Cost per Pal,period,actual,,202503,3,2025-06-21,27.9,£27.90,currency,P3_DIS
dis,Man KPI's,Direct Cost per Pal,period,budget,,202503,3,2025-06-21,28.08,£28.08,currency,P3_DIS
dis,Man KPI's,Direct Cost per Pal,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,27.02,£27.02,currency,P3_DIS
dis,Man KPI's,Direct Cost per Pal,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,25.59,£25.59,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Pal,period,actual,,202503,3,2025-06-21,3.59,£3.59,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Pal,period,budget,,202503,3,2025-06-21,3.73,£3.73,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Pal,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,3.48,£3.48,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Pal,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,3.3,£3.30,currency,P3_DIS
dis,Man KPI's,Inc per Load,period,actual,,202503,3,2025-06-21,726.15,£726.15,currency,P3_DIS
dis,Man KPI's,Inc per Load,period,budget,,202503,3,2025-06-21,760.2,£760.20,currency,P3_DIS
dis,Man KPI's,Inc per Load,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,712.51,£712.51,currency,P3_DIS
dis,Man KPI's,Inc per Load,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,747.47,£747.47,currency,P3_DIS
dis,Man KPI's,Direct Cost per Load,period,actual,,202503,3,2025-06-21,500.9,£500.90,currency,P3_DIS
dis,Man KPI's,Direct Cost per Load,period,budget,,202503,3,2025-06-21,489.08,£489.08,currency,P3_DIS
dis,Man KPI's,Direct Cost per Load,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,489.84,£489.84,currency,P3_DIS
dis,Man KPI's,Direct Cost per Load,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,480.9,£480.90,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Load,period,actual,,202503,3,2025-06-21,64.53,£64.53,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Load,period,budget,,202503,3,2025-06-21,65.05,£65.05,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Load,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,63.02,£63.02,currency,P3_DIS
dis,Man KPI's,Indirect Cost per Load,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,62.0,£62.00,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Pal,period,actual,,202503,3,2025-06-21,8.95,£8.95,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Pal,period,budget,,202503,3,2025-06-21,11.83,£11.83,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Pal,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,8.81,£8.81,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Pal,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,10.88,£10.88,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Load,period,actual,,202503,3,2025-06-21,160.72,£160.72,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Load,period,budget,,202503,3,2025-06-21,206.08,£206.08,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Load,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,159.65,£159.65,currency,P3_DIS
dis,Man KPI's,NP/(LS) per Load,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,204.57,£204.57,currency,P3_DIS
dis,Fuel KPI's,Fuel Consumption (Litres),period,actual,,202503,3,2025-06-21,110345.0,"110,345",number,P3_DIS
dis,Fuel KPI's,Fuel Consumption (Litres),period,budget,,202503,3,2025-06-21,108012.0,"108,012",number,P3_DIS
dis,Fuel KPI's,Fuel Consumption (Litres),cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,328870.0,"328,870",number,P3_DIS
dis,Fuel KPI's,Fuel Consumption (Litres),cur_vs_last_ytd,last_year,,202503,3,2025-06-21,327093.0,"327,093",number,P3_DIS
dis,Fuel KPI's,Mileage,period,actual,,202503,3,2025-06-21,208658.0,"208,658",number,P3_DIS
dis,Fuel KPI's,Mileage,period,budget,,202503,3,2025-06-21,221614.0,"221,614",number,P3_DIS
dis,Fuel KPI's,Mileage,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,635327.0,"635,327",number,P3_DIS
dis,Fuel KPI's,Mileage,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,662482.0,"662,482",number,P3_DIS
dis,Fuel KPI's,MPG,period,actual,,202503,3,2025-06-21,8.598,8.598,number,P3_DIS
dis,Fuel KPI's,MPG,period,budget,,202503,3,2025-06-21,9.329,9.329,number,P3_DIS
dis,Fuel KPI's,MPG,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,8.784,8.784,number,P3_DIS
dis,Fuel KPI's,MPG,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,9.209,9.209,number,P3_DIS
dis,Fuel KPI's,PPL,period,actual,,202503,3,2025-06-21,0.995,£0.995,currency,P3_DIS
dis,Fuel KPI's,PPL,period,budget,,202503,3,2025-06-21,1.123,£1.123,currency,P3_DIS
dis,Fuel KPI's,PPL,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,1.022,£1.022,currency,P3_DIS
dis,Fuel KPI's,PPL,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,1.152,£1.152,currency,P3_DIS
dis,Fuel KPI's,PPM,period,actual,,202503,3,2025-06-21,0.526,£0.526,currency,P3_DIS
dis,Fuel KPI's,PPM,period,budget,,202503,3,2025-06-21,0.547,£0.547,currency,P3_DIS
dis,Fuel KPI's,PPM,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,0.529,£0.529,currency,P3_DIS
dis,Fuel KPI's,PPM,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,0.569,£0.569,currency,P3_DIS
dis,Fuel KPI's,Cost per Load,period,actual,,202503,3,2025-06-21,122.49,£122.49,currency,P3_DIS
dis,Fuel KPI's,Cost per Load,period,budget,,202503,3,2025-06-21,136.54,£136.54,currency,P3_DIS
dis,Fuel KPI's,Cost per Load,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,122.44,£122.44,currency,P3_DIS
dis,Fuel KPI's,Cost per Load,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,141.77,£141.77,currency,P3_DIS
dis,Fuel KPI's,Cost per Pal,period,actual,,202503,3,2025-06-21,5.541,£5.541,currency,P3_DIS
dis,Fuel KPI's,Cost per Pal,period,budget,,202503,3,2025-06-21,6.227,£6.227,currency,P3_DIS
dis,Fuel KPI's,Cost per Pal,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,5.522,£5.522,currency,P3_DIS
dis,Fuel KPI's,Cost per Pal,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,5.904,£5.904,currency,P3_DIS
dis,Gross Profit/(loss),Distribution,period,actual,,202503,3,2025-06-21,208177.0,"£208,177",currency,P3_DIS
dis,Gross Profit/(loss),Distribution,period,budget,,202503,3,2025-06-21,256748.0,"£256,748",currency,P3_DIS
dis,Gross Profit/(loss),Distribution,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,649683.0,"£649,683",currency,P3_DIS
dis,Gross Profit/(loss),Distribution,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,776222.0,"£776,222",currency,P3_DIS
dis,Gross Profit/(loss),Sub-Contractors,period,actual,,202503,3,2025-06-21,106043.0,"£106,043",currency,P3_DIS
dis,Gross Profit/(loss),Sub-Contractors,period,budget,,202503,3,2025-06-21,133943.0,"£133,943",currency,P3_DIS
dis,Gross Profit/(loss),Sub-Contractors,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,297771.0,"£297,771",currency,P3_DIS
dis,Gross Profit/(loss),Sub-Contractors,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,373247.0,"£373,247",currency,P3_DIS
dis,Margin %,Distribution,period,actual,,202503,3,2025-06-21,26.94,26.94%,percent,P3_DIS
dis,Margin %,Distribution,period,budget,,202503,3,2025-06-21,31.94,31.94%,percent,P3_DIS
dis,Margin %,Distribution,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,27.7,27.70%,percent,P3_DIS
dis,Margin %,Distribution,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,32.49,32.49%,percent,P3_DIS
dis,Margin %,Sub-Contractors,period,actual,,202503,3,2025-06-21,44.16,44.16%,percent,P3_DIS
dis,Margin %,Sub-Contractors,period,budget,,202503,3,2025-06-21,45.95,45.95%,percent,P3_DIS
dis,Margin %,Sub-Contractors,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,43.41,43.41%,percent,P3_DIS
dis,Margin %,Sub-Contractors,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,44.75,44.75%,percent,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - EWT,period,actual,,202503,3,2025-06-21,18.91,£18.91,currency,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - EWT,period,budget,,202503,3,2025-06-21,20.3,£20.30,currency,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - EWT,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,19.18,£19.18,currency,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - EWT,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,19.03,£19.03,currency,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - Agency/Ltd,period,actual,,202503,3,2025-06-21,20.03,£20.03,currency,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - Agency/Ltd,period,budget,,202503,3,2025-06-21,18.75,£18.75,currency,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - Agency/Ltd,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,20.02,£20.02,currency,P3_DIS
dis,Staff Cost's,Staff Cost per Hr - Agency/Ltd,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,15.31,£15.31,currency,P3_DIS
dis,Cost PPM,Income (Less Sub-Contractors),period,actual,,202503,3,2025-06-21,3.7,£3.70,currency,P3_DIS
dis,Cost PPM,Income (Less Sub-Contractors),period,budget,,202503,3,2025-06-21,3.63,£3.63,currency,P3_DIS
dis,Cost PPM,Income (Less Sub-Contractors),cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,3.69,£3.69,currency,P3_DIS
dis,Cost PPM,Income (Less Sub-Contractors),cur_vs_last_ytd,last_year,,202503,3,2025-06-21,3.61,£3.61,currency,P3_DIS
dis,Cost PPM,Direct Cost (Less Sub-Contractors),period,actual,,202503,3,2025-06-21,2.71,£2.71,currency,P3_DIS
dis,Cost PPM,Direct Cost (Less Sub-Contractors),period,budget,,202503,3,2025-06-21,2.47,£2.47,currency,P3_DIS
dis,Cost PPM,Direct Cost (Less Sub-Contractors),cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,2.67,£2.67,currency,P3_DIS
dis,Cost PPM,Direct Cost (Less Sub-Contractors),cur_vs_last_ytd,last_year,,202503,3,2025-06-21,2.43,£2.43,currency,P3_DIS
dis,Cost PPM,Indirect Cost,period,actual,,202503,3,2025-06-21,0.43,£0.43,currency,P3_DIS
dis,Cost PPM,Indirect Cost,period,budget,,202503,3,2025-06-21,0.42,£0.42,currency,P3_DIS
dis,Cost PPM,Indirect Cost,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,0.42,£0.42,currency,P3_DIS
dis,Cost PPM,Indirect Cost,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,0.4,£0.40,currency,P3_DIS
dis,Cost PPM,Net Profit/(Loss),period,actual,,202503,3,2025-06-21,0.57,£0.57,currency,P3_DIS
dis,Cost PPM,Net Profit/(Loss),period,budget,,202503,3,2025-06-21,0.74,£0.74,currency,P3_DIS
dis,Cost PPM,Net Profit/(Loss),cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,0.6,£0.60,currency,P3_DIS
dis,Cost PPM,Net Profit/(Loss),cur_vs_last_ytd,last_year,,202503,3,2025-06-21,0.77,£0.77,currency,P3_DIS
exp,Load - No,EX - Consol,period,actual,,202503,3,2025-06-21,365.0,365,count,P3_EXP
exp,Load - No,EX - Consol,period,budget,,202503,3,2025-06-21,273.0,273,count,P3_EXP
exp,Load - No,EX - Consol,cur_vs_last_ytd,cur_year,,202503,3,2025-06-21,1035.0,"1,035",count,P3_EXP
exp,Load - No,EX - Consol,cur_vs_last_ytd,last_year,,202503,3,2025-06-21,806.0,806,count,P3_EXP
exp,Load - No,EX - Dist - Dartford,period,actual,df,202503,3,2025-06-21,0.0,0,count,P3_EXP
exp,Load - No,EX - Dist - Dartford,period,budget,df,202503,3,2025-06-21,0.0,0,count,P3_EXP
exp,Load - No,EX - Dist - Dartford,cur_vs_last_ytd,cur_year,df,202503,3,2025-06-21,0.0,0,count,P3_EXP
exp,Load - No,EX - Dist - Dartford,cur_vs_last_ytd,last_year,df,202503,3,2025-06-21,0.0,0,count,P3_EXP
exp,Load - No,EX - Dist - Paddock Wood,period,actual,pw,202503,3,2025-06-21,0.0,0,count,P3_EXP
exp,Load - No,EX - Dist - Paddock Wood,period,budget,pw,202503,3,2025-06-21,0.0,0,count,P3_EXP
